date,AAPL,MSFT,AMZN,FB,GOOGL,WMT,JNJ,JPM,V,PG,NVDA,MA,UNH,DIS,HD,BAC,VZ,ADBE,NFLX,CMCSA,KO,CRM,PFE,T,MRK,PEP,ABT,INTC,CSCO,TMO,ABBV,NKE,AVGO,XOM,ACN,QCOM,CVX,COST,LLY,MCD,MDT,TXN,NEE,HON,UNP,AMGN,CHTR,PM,UPS,BA,C,LOW,MS,SBUX,WFC,AMD,IBM,BLK,INTU,MMM,AMT,LMT,CAT,ISRG,GE,SCHW,AXP,SYK,CVS,TGT,GS,DE,FIS,MDLZ,TJX,MO,MU,AMAT,CELG,ZTS,SPGI,ADP,ANTM,FISV,FDX,CL,PLD,CB,BDX,GILD,CI,AET,ATVI,LRCX,USB,CSX,SHW,ADSK,CCI,DUK,CME,ITW,AGN,EQIX,SO,ECL,PNC,D,GPN,NSC,GM,APD,EL,MMC,PGR,HCA,EW,ILMN,ADI,MCO,DG,ESRX,HUM,WM,NOC,BSX,AON,NEM,EMR,PX,MNST,ETN,KMB,COF,CTSH,ROP,IDXX,ALGN,GD,COP,ROST,BBT,MAR,EXC,MET,PSA,EA,AEP,BAX,CMG,KLAC,TEL,SNPS,DLR,APH,BIIB,CDNS,MCHP,SYY,APC,SRE,CTAS,STZ,A,GIS,BK,EBAY,XLNX,FCX,XEL,PAYX,TRV,PH,F,PPG,WBA,CNC,ALXN,RHT,TROW,CMI,JCI,ORLY,VRSK,RTN,TDG,YUM,VFC,ALL,AIG,ZBH,KMI,STI,ANSS,RMD,SBAC,RSG,BLL,AFL,LYB
2013/2/11,1.067827928,0.695715855,-1.517913684,-1.64854437,-0.745290896,-0.759814268,0.428208216,0.248653129,-0.738383195,-0.582318687,0.48820179,0.178464625,-0.12254902,0.515558829,-0.278572504,-0.42662116,-0.113199004,1.019792896,-2.894340811,-0.415045396,-0.492227979,-0.230115648,0.37327361,-0.284414107,0.341880342,-0.372567959,-0.145815106,0.191570881,0.094652153,-0.054149181,-0.209351012,0.458883994,-0.142653352,-0.158892294,-0.988739357,0.648371532,0.095735422,-0.049111089,-0.149365198,0.254345061,0.492189172,0.312919088,0.083426029,-0.370475919,0.544629349,-0.936877855,-1.049737566,0.669344043,0.551065393,-0.563712638,-0.152743508,0.555412038,0.390625,0.035816619,0.692041522,0.387596899,0.03505609,0.661717922,1.746506986,9.80E-05,0.926538716,-0.251629875,0.208116545,-0.376794784,-0.445434298,-1.963117192,-0.195185426,0.555555556,0.274348422,-0.530717272,0.405786498,0.948125545,0.497914143,-0.432432432,-0.264026403,0.274844496,0.783289817,0.898203593,1.470738433,1.795665635,1.069645828,-0.380102462,0.030590395,0.762786045,-0.70601525,-0.728647851,-0.051124744,0.646982708,-0.022779043,0.0249066,0.278642845,0.878876654,2.248062016,-0.329877474,0.68636228,2.770083102,-0.018441111,-0.155078832,-0.19962926,0.116397497,-0.03531697,1.116685548,-0.506970849,1.167496163,0.366720147,0.490262835,0.12652222,0.388888889,0.424328147,0.801749271,-0.526315789,0.893163861,-1.537475977,0.055141991,1.521077792,-1.453175457,0.023359028,-1.125370188,2.969628796,5.999508237,0.154117129,-0.435413643,-1.514964897,1.340407707,0.243828101,0.131926121,0.572655691,-1.38485593,-0.609649887,0.276887996,0.441023588,-0.01700102,-0.463422708,-0.984355774,-1.421254802,-0.168804862,-0.458926604,0.963031998,-0.255754476,-0.086835707,-0.082382134,0.163880695,0.691699605,0.29201817,-0.081721602,0.77170418,1.601423488,0.519774011,0.087655223,1.06715499,0.14239943,0.499126529,-0.642711072,-0.644864118,0.920598389,0.449715078,1.366906475,0.445930881,0.54157375,-1.330678712,0.225464191,0.187178287,-1.771591269,-1.222222222,0.211977807,-0.558457936,-1.134953006,0.797944279,-1.251934168,0.650994575,-0.241036457,0.127502231,-0.27751094,-0.229885057,0.553169809,0,-2.871658935,-0.990312164,-1.394204483,0.072555179,0.347104639,0.689443272,0.357710652,-1.013264554,0.111586386,0.147190696,1.288092994,-0.913042999,0.044553353,0.363541937,0.520277481,0.240577386,1.232852926,-0.107773138,-1.386363636,0.289939113,3.871829105,-1.073602656,0.059904153,-1.066622908
2013/2/12,-1.163487267,0.909090909,0.155884645,-3.35235378,0.726330166,0.808166738,0.493004664,0.454733361,0.307810696,0.918530351,0.24291498,-0.139628492,-0.210341805,0.183183733,0.445451114,0.942587832,0.203989121,-1.074375876,0.520595561,-0.208387601,-2.941942203,0.81613342,0.371885459,0.484883058,0.097347286,-0.193905817,-0.087616822,0.334608031,-0.992907801,0.474062034,-1.538461538,0.109629088,-0.628571429,-0.056837558,0.665742025,-1.827715356,0.434744805,-0.226022013,0.373971578,0.221987315,0.170357751,-0.742721331,0.06946374,0.057208238,0.255792958,-0.366473578,0.075776711,-0.254875887,0.146145415,-0.026367831,1.200282419,0.629415543,0.302637268,0.161117078,0.859106529,3.861003861,-0.365456821,0.598373436,-0.016347883,0.578106058,-1.049180328,-0.229331499,0.384215992,0.022853644,0.581655481,1.45631068,0.961538462,0.299921073,-0.078170803,0.792239289,0.549747914,0.259095325,-5.704338511,-1.302931596,-0.529450695,-0.346220427,1.683937824,-0.074183976,-0.463009562,0.821167883,2.610536218,-0.464499005,0.04587156,-0.260610573,0.094804702,0.148657438,0.767263427,0.633473586,0.501253133,0.348605578,0.817260543,0.120168236,1.895375284,0.177304965,0.889152341,0.853548967,-0.239778666,0.440072483,-2.557508215,0.363464613,0.141317788,0.28809219,-0.810654314,-2.151724138,0.274035168,0.135519718,0.663402306,-0.092233905,-0.412474849,1.373825018,-0.388007055,-0.363182386,0.357839948,-5.125378892,0.385273973,-2.102676133,0.864082205,-0.778753994,0.415119074,4.940848991,-1.077159815,-1.166180758,-1.425712856,-0.248002204,0.197628458,-0.790513834,0.240213523,0.509626274,1.033999299,-0.451182097,-0.287367406,1.071246387,-0.509921295,-1.775252974,-0.636446292,0.73554278,-0.376141859,0.830769231,0.294117647,0.121675647,-0.364568329,-0.523560209,0.318940137,1.585247493,0.354416576,-0.20421187,0.875656743,0.269784173,0.189753321,0.606041673,-0.035549236,0.248323814,0.1764187,0.448153299,0.014253136,0.162521848,0.496806246,0.527192009,-0.602027883,-0.277675716,-0.105862115,0.583839327,0.289855072,0.112485939,0.235294118,0.18115942,0.64573991,-0.120756742,0.056980057,0.071864894,0.271821202,0.72583726,0.556566413,0.230414747,-1.952949692,1.044703596,1.137138958,-2.359208524,0.323445153,0.597322348,0.345903991,0.260624253,-0.267326733,-0.055834729,0.743080067,0.321720656,-0.651364764,0.669517335,0.534402138,-0.388098318,0,-0.413333333,0.651801029,0.48550236,0.253514635,-1.429603932,0.128534704,0.447527411,-1.376970665,-0.281970476
2013/2/13,-0.967218144,0.468468468,1.284046693,0.774907749,0.076985254,0.154711674,-0.066295412,-0.205761317,-1.457614116,0.224244823,-0.403877221,-0.449364525,-0.316177762,-0.045712196,0.992182802,2.292020374,0.158335218,1.442812172,2.24808178,3.993735317,-0.724248927,-0.275708336,-0.592812153,0.312233892,-0.291757841,-1.498751041,0.116924876,0.738446879,-0.047755492,0.620248045,-0.142045455,-0.693557218,0.316273721,0.363967243,0.854229815,-0.503586144,-0.515972643,-0.571259726,-0.782414307,-1.402805611,-0.331420068,0.389105058,0.541302235,-0.100057176,1.163139727,0.20170859,0.548965169,0.466614821,0.194576189,-1.589080839,1.76744186,0.791422007,0.818965517,-0.804289544,-0.766609881,1.486988848,0.276354135,0.427260922,-0.376062786,-0.048718698,-2.465208748,-0.597632456,-0.672390607,0.323624425,2.491103203,0.598086124,-0.0968523,0.118035883,-0.625855662,0.144369586,0.981619343,-2.530418865,3.947742119,0.678401173,-0.266134398,0.202663578,0,1.076466221,-1.001112347,-0.452488688,0.641760257,0.083333333,-3.943145346,-0.161751897,-0.018942982,-0.389646535,0.050761421,0.171889155,0.022670596,1.322580645,-0.340466926,-1.180236047,-0.334821429,0.790560472,-0.719741481,1.046770601,1.42364107,-0.695876289,-1.026392962,-0.796552568,-0.158758158,0.405362273,-0.735551664,-2.067474861,0.341607834,0.297739884,0.329515142,0.738552437,-1.016264269,2.011412268,0.708215297,0.637885864,1.539708266,4.211443509,0.682302772,1.394700139,0.034730262,0.020124774,0.217580505,1.127320955,-2.757777778,0.20280236,-1.420959147,0.670718232,-0.561371567,-2.921646746,0.292890743,1.002816901,0.27753686,0.607324148,-1.248202807,1.463660834,-0.412256267,-0.506054582,-0.784313725,0.134284515,-1.197411003,-0.854440037,-1.165501166,0.694444444,0.365569957,0,0.660308144,0.382165605,0.434664493,-0.537153089,-1.273148148,0.358744395,-0.946969697,-1.828908555,-0.053520626,0.421104781,0.029351335,0.538461538,-0.513039761,0.012245898,-0.141242938,0.690035882,0.765062161,0.628171056,0.119221089,0.511028558,0.802825947,0.404494382,0.58685446,1.012658228,0.534664053,0.698549167,1.053530752,0.035906643,0,0.897597977,1.511442257,-0.459770115,1.105926823,-1.490742967,0.359793119,0.04453847,-0.331613854,0.532350532,-0.790314444,0.390386007,0.555941626,1.04283054,-0.792919048,0.111568231,-0.171714018,-0.217355836,0.73089701,0.155844156,0.411413404,0.897041103,-1.618950239,0.630787814,-0.459770115,-1.877080553,0.032092426,-0.311873468,-1.881829219,2.46174318
2013/2/14,0.172725926,-0.035868006,1.959277756,2.563163676,-0.28206212,-0.638955203,0.013267878,-0.268041237,0.103801739,0.355356673,-2.270884023,-0.005811926,0,0.082319583,-0.327478416,0.165975104,-0.383920506,-0.954228084,2.800235334,0.15060241,-0.837611456,0.917647059,-0.074543422,-0.877192982,-0.451109485,0.732600733,0.087591241,-0.401986285,-2.006688963,-0.214495961,-0.39829303,-0.16541077,0.286615076,-0.203989121,-0.737704918,-0.260736196,0.131402614,0.061416543,-0.150206534,-0.310226786,-0.776595904,-0.715563506,-0.794809162,-0.157390185,-0.229953268,0.188277087,-0.696579856,-0.641380073,-0.606869766,-0.113902848,-0.02285192,-0.177304965,0.042753313,-0.27027027,-0.114449213,-1.465201465,-0.155333968,1.088633994,-0.541605121,-0.350945603,-1.399646691,-0.705283848,-0.354092897,-0.578572514,0.303819444,-0.475624257,-0.096946195,-0.039298907,0.216492816,0.240269101,0.221816284,-0.41979673,-0.109289617,-3.660535422,-0.111185235,-1.589136088,0.127388535,0.257069409,0.663942799,-0.696969697,0.36438169,-0.033305579,-0.350039777,-0.760219342,-0.113679424,0.181614976,-0.913242009,-0.150724638,-0.702629193,0.678372885,-0.260289572,-0.829959514,1.829040687,-0.210723484,-0.162745968,0.418778929,-0.867412044,-0.804567869,-2.02962963,-1.007152241,0.812720848,0.772642019,-0.023523877,4.183859514,-0.590104403,0.202401835,-0.375351892,-0.73313783,1.304294579,-0.447489862,-2.70745429,-0.362195812,0.303272147,0.334448161,1.058873359,1.045392022,-0.393472978,-2.635814889,-0.173686496,1.639344262,1.282021984,1.379944802,0.038610039,-2.587067953,-0.411962161,0.683994528,0.973451327,-0.981704596,-0.207576544,-0.171186593,1.109899652,0.497429945,0.458715596,-0.566394187,-0.052700922,-0.159249015,-0.098264003,0.030778701,-0.136944614,-0.655344828,-0.626821192,-0.394736842,-0.923226433,-2.696700508,-2.54260211,-0.925806866,-0.468933177,-0.781948168,-0.132372408,-0.54402834,-1.227363863,-0.197335964,0,-0.382555471,-0.128921358,0.06734419,0.212164074,0.054824561,0.316355584,-0.228091236,-0.357237364,-0.369830516,27.58840395,-0.716204118,0.396732789,0.358037952,0.390001773,-0.160085379,-0.239504086,-0.215362527,0.481927711,-0.350833229,0.167767642,-0.230946882,0.700985761,-0.012204052,-0.179251624,-5.932109071,-0.536044362,0.067888663,-0.093220339,1.23095104,-0.029617929,0,-0.483085502,-0.626871909,-0.281469898,-0.824758268,-0.043975374,-0.15560166,0.118953212,-0.822717622,-0.502338472,0.480128034,-1.501154734,-0.345234715,-0.609560475,0.581005587,-0.654980408,-0.876623377
2013/2/15,-0.883562005,0.017940438,-0.862848531,0.285612281,1.195713352,-3.70998516,0.172459538,0.413479429,0.933246922,-0.045901639,3.319502075,0.030998741,0.511013216,0.329007494,-0.238948626,-0.828500414,0.113352981,0.206260933,0.849365534,0.927318296,-0.435967302,0.612030776,1.156284968,0.342563517,1.004286589,1.356643357,1.443990665,-0.332383666,1.999024866,-0.657894737,5.484147386,0.368188513,-0.028579594,-0.295253236,0.467932838,0.124557896,-0.899491592,0.017819665,0.601729974,0.02146153,0.171969046,0.285285285,0.531287799,-0.014330754,1.301115242,-1.52347859,0.126390293,-0.500834725,1.099035291,0.241481084,-0.274285714,-1.649327582,0.170940171,-2.131887986,0.315095961,0.371747212,0.281039847,0.004126093,0.264026403,0.391312855,1.378169791,1.362366092,-0.412834448,0.151674584,0.519255733,0.238948626,-0.646935145,-0.51894952,-0.058915947,-2.940236497,0.299440177,-0.687818948,-0.437636761,0.56710775,-1.179875334,0.264239577,0.381679389,-0.146520147,-0.010147133,0.701861459,0.294985251,1.1994003,-0.095800734,0.351626272,0.711305008,1.05517594,-1.126472094,-0.046446818,0.479342616,0.462174653,-0.5545588,0.306184936,2.639296188,-0.703894885,-0.059276823,-0.348112379,0.727891261,0.96807954,0.551943142,-0.062223533,1.61233789,-0.252523261,0.035294118,2.869116699,0.273972603,0.942633989,0.047095761,0.867799114,0.07857992,-0.056187667,-1.626310083,-0.079518346,0.238701464,-0.219444444,0.50293378,-1.715219167,-0.383408853,-0.12399256,-0.260983036,-0.731182796,-0.94765343,-1.12522686,-0.257300913,2.845070423,0.19764057,1.086956522,-0.403155127,-3.582694908,0.502686774,-1.150722022,1.334047925,0.197987131,0.523443591,-1.933202042,0.210914843,0.419744795,-0.819672131,-0.153846154,0.411397227,-1.457656122,-1.535119141,-0.330250991,0.858263855,-0.326051516,0.860394116,-2.660609994,-0.883392226,0.788110786,0.176730486,-1.163974049,-0.333213256,0.716757291,0.645539906,-3.609831029,0.372920252,0.581217498,0,0.767123288,0.788394828,-1.708578992,-0.069711858,1.15928588,7.390761548,-4.846708747,2.60344026,-0.820549411,-0.388486668,1.202565473,-1.511086005,0.323741007,0.869304556,0.528102603,0.188422485,0.385802469,0.427815242,0.109849872,2.244668911,1.194983436,0.055751719,-1.465400271,0.504707778,2.079914432,-0.829547699,0,-0.16828508,0.147192823,-0.509644033,2.348703532,0.571931368,-0.467532468,-0.528052805,0.133797164,-2.576601671,-0.132731617,-0.093786635,2.024745051,0.903808909,0.688735836,1.199026829,-1.932525385
2013/2/19,-1.319882866,-0.269058296,0.52829615,0.106799573,1.043108077,0.601790694,0.595947557,1.132386247,0.590728137,0.360821361,0.240963855,0.90062172,-5.259467041,1.238841319,0.224550898,0.751879699,0.226449275,0.364773319,2.088806209,2.309411473,2.517788725,0.683622038,0.958702065,0.625889047,0.836667879,1.393680144,-0.071890726,0.333492139,0.143403442,0.310852818,0.487408611,-0.421863536,-0.51457976,0.660592255,1.136986301,0.305631921,1.017276155,0.435514204,0.186915888,0.600793906,-3.454935622,0.104806109,0.44859192,0.372653003,-0.095412844,-0.480076812,-0.189346125,0.771812081,0.83343399,-0.602248394,0.733440293,0.335397317,1.578498294,-0.276906037,0.171330668,1.111111111,0.200180162,0.119651772,2.007899934,0.68212824,0.57096248,0.413555428,-0.162669885,-0.246527121,0.774860095,0.655542312,0.390688589,-0.110654442,0.962861073,1.152453079,0.759345794,0.033512064,-0.10989011,0.563909774,0.473079522,0.834553441,-0.126742712,0.293470286,0.081185305,1.727272727,1.244343891,0.559670782,-3.45213361,1.063696659,0.207175817,1.122355106,0.958052822,0.383364312,0.102226261,1.840193705,-8.200754469,-4.558404558,-0.142857143,0.59073724,-0.029655991,0.21717392,-1.29008702,0.647836227,0.308293857,0.681934203,1.0348396,1.185958254,-0.752675526,-2.851770605,0.523679417,-0.213447172,-0.525655107,0.640673623,0.905979464,0.74490513,0.881704629,0.250113688,-0.777901254,-2.062860165,0.792326939,-1.301939058,0.338231864,0.641423546,0.741386829,1.06152513,-1.25284738,1.853891336,-9.99613053,-0.21911805,0.383797917,-1.075268817,0.492784231,0,-0.086236633,0.579776307,4.141894949,0.526922444,1.163416796,-1.359910581,0.749802684,0.334392242,0.297520661,-0.61633282,0.470409712,1.303275801,0.050761421,0.331345262,-1.215657671,-1.373895976,0.550357733,0.573333333,1.01010101,0.848972297,-0.014701558,0.173756355,0.930694859,0.466257669,-0.087463557,0.398406375,0.543012289,0.845498783,-0.211714891,-0.761283306,0.250312891,0.86913943,0.694282962,1.489800596,-0.348756103,0,0.815586769,0.575539568,-0.088636767,1.161869554,-2.122168053,0.860523485,0.237741456,0.400250156,0.595549054,-0.845503459,-2.144404332,0.731528895,-4.34687157,-4.337659301,-0.092867756,0.647204627,-0.400894628,0.188305876,0.906193985,0.591596019,1.028999065,-0.335946249,0.764441642,2.840862552,0.284339458,-0.574112735,-0.703384207,-0.267236772,-1.644031451,0.14619883,0,-0.705717028,-0.895713372,-0.706090026,0.164102564,0.843353373
2013/2/20,-1.112660329,0.107913669,0.707372401,0.746799431,-0.438325425,-0.35016049,0.763559768,-1.54723127,-0.938337802,0.562164989,-1.121794872,-1.545224201,2.128053294,-1.817527443,-0.866318148,-2.570480929,0.180750113,0.59709242,-1.919799148,-0.67961165,-0.121996797,-1.570861384,0.620891161,0.254452926,1.539201539,2.463255308,-0.690647482,-1.709401709,0.572792363,-2.196173538,1.347345729,-0.552587954,-0.373563218,0.588368409,1.584721658,-1.255550452,-0.30384582,-0.413915443,0.932835821,-0.021328783,-1.222493888,-1.13670356,0.399724328,0.442667428,-1.057890097,1.591895803,-1.441760465,0.732600733,0.395304264,0.646290561,-1.88850967,-0.668552327,-1.931961361,-1.554979637,-0.057012543,-1.831501832,-0.679252822,-1.508283195,-0.984188448,-0.16453736,-0.081103001,0.354650498,-2.186481657,-2.476447379,-0.256300726,-1.184132623,0.324306794,-0.237379332,0.914752822,0.29296875,-0.444444444,-1.563372418,1.540154015,0.747663551,-0.695067265,0.798606069,-0.253807107,-0.804681785,1.794767796,-2.889484659,0.670391061,0.065477165,3.194835292,-0.09905894,-0.770604267,1.846797671,0.410361631,-0.532345793,-0.930557132,-0.439847836,5.806682151,2.441364606,1.573676681,-1.667841203,0.259566894,0,-1.837124715,-0.360453141,0.374812594,0.703399766,-1.237623762,-1.359587436,-1.730062804,-0.670506912,0.566251416,-0.13368984,-0.5915293,1.018552201,0.339185954,0.648716518,-1.493080845,-0.714447721,1.84,2.444570779,0.124120811,-0.968285153,0.32546786,-0.596217105,-0.952380952,1.479099678,0.438292964,2.288700667,3.554026942,0.192149327,0.548362529,-1.086956522,1.593695271,-5.491937369,-0.310719834,-0.354030501,0.183561459,-0.704340704,0.459861505,-1.983002833,0.574487531,0.724879187,0.747088552,-1.674418605,0.558827972,0.208623088,-0.862506342,-0.990752972,-2.73197145,0.265339967,-2.093596059,1.014185337,2.647058824,0.808595481,-0.705778562,-1.066426828,-1.790510295,0,0.776189087,2.222222222,-1.264923252,-0.645394777,-0.848656294,-0.246575342,0.717852684,-2.560679612,0.211137503,-0.316169828,-4.036397573,0.035536603,1.438202247,-0.500715308,-1.561391057,-0.05220569,-6.211544096,0.213295414,-0.118588793,-0.249159088,-1.589115081,-2.558139535,-2.98088984,0.702009199,3.947670415,1.808848692,-0.260271426,-1.395539746,-2.957376494,0.343931154,-0.157899931,-0.679723713,0.092592593,-1.889044944,0.922884405,1.238759966,1.090512541,-1.57480315,0.547981823,-0.589496249,0.018168605,0.96881221,0.610185402,-0.222057735,0.451904454,-1.111111111,1.966004505,-0.356048688
2013/2/21,-1.332466131,-2.15594682,-1.171674094,-4.165195905,-0.072496883,2.079062958,-0.209041024,-1.095947064,-0.257748566,-1.326053042,-0.648298217,-0.458170049,-0.561695959,-1.008064516,-3.13394606,-3.404255319,0.135317997,-1.161290323,-2.144669479,-2.346041056,0.041962565,-1.923301765,-1.161524501,-1.297236323,0.118427286,-0.757072652,-1.086641553,-2.801932367,-1.708590413,-1.198512192,1.542143047,0.240785331,-4.932218056,-0.607424072,-2.066666667,-0.263606761,-0.65308255,-0.781791192,-0.314232902,-0.48,0.067506751,-2.602118003,-0.439319055,-1.418112027,-0.593258093,-0.106837607,-2.232773001,0.661157025,-1.83748956,0.214046823,-2.852504638,-3.624126327,-3.404710921,-1.241068071,-0.114090131,-5.970149254,-0.377149754,-1.548117155,-0.993970996,-0.736791081,-0.487012987,-0.706794346,-2.665233745,-1.038679673,-0.985010707,-2.396644697,-1.179893325,-2.300126904,-0.636451302,1.460564752,-3.079710145,-2.336925695,-1.652221018,-1.168831169,-0.564461504,-0.259291271,-2.798982188,-3.466076696,-2.534913836,-2.26993865,0.332963374,-1.734009488,-0.393006096,-1.735250372,-1.268964864,-0.393032604,-1.353767561,-0.26759744,-1.030696404,-1.659701493,-0.894967916,-1.425746696,-0.422535211,-2.663640707,-0.436422812,-1.384615385,-2.863781951,-2.041343669,-0.642270351,-0.145518044,-0.596491228,-2.582382763,-1.097310985,-1.737456216,0,-1.459170013,-1.071088543,0.144040331,-3.579240406,-1.032642595,-2.661737523,-2.912621359,-1.696779262,-0.055493896,-0.20661157,-0.382598838,-1.4019233,-0.723888314,-2.021416084,-0.697084918,0.091869545,-0.968992248,-0.608912261,-0.739726027,-1.333131344,-1.57967033,1.017066023,0.173095945,-1.645021645,-0.628587046,-0.020154764,-2.193995381,-0.654093535,-0.134874759,-2.473062443,0.049631897,-0.687022901,-2.390097761,-0.811054371,-0.954198473,-1.569430229,-0.400266845,-1.189271255,-0.330797221,-2.278127184,-0.774329024,-1.661891117,-0.604329195,-1.665926255,-0.269480519,-2.406563355,-1.587689301,2.154273801,1.692546584,-0.878076868,-1.669499757,0.784593438,-1.592968965,0.635264952,-1.245485116,-0.329207269,-1.064793838,2.212496961,-1.788040261,0.088613203,-2.228612509,-2.847873107,-2.115434839,-0.999687598,-0.673997872,-2.433956664,-0.187336081,-2.248126649,-2.14797136,-2.502091414,-0.576923077,-1.081916538,0.384153661,-3.690587139,-1.290412099,-2.672022354,-1.964200101,-0.553523772,-1.309721454,-0.721554117,-0.565457018,-0.418474892,-1.336102567,-0.431499461,-1.813333333,-2.246444238,-1.482479784,-0.817438692,-0.630914826,-2.076043854,-0.192878338,-0.57840617,-1.213483146,-1.385820446,-5.417982383
2013/2/22,0.85362133,0.918105031,-0.622981956,-1.215469613,0.326081247,0.243832473,-0.536789736,1.212628058,1.227469475,1.123847167,0.326264274,1.318160451,-1.147959184,-0.148120718,0.32664489,-0.792951542,0.720720721,0.182767624,-2.230029841,-0.825825826,0.748063051,0.584133039,-0.367242012,0.628571429,0.615093447,0.562098501,-0.366193057,-0.099403579,0.048285852,0.488008924,-0.130924326,-0.22172949,2.275485437,0.050928022,0.680735194,0.544154229,0.639845736,-0.029922202,-0.741702207,0.589496249,0.179896559,2.982292637,0.110314396,0.284818113,0.096354225,1.093285799,0.078750492,1.40120416,0.486203963,2.095848351,1.241346383,0.88638195,2.238971403,1.447067784,1.056539121,1.19047619,0.368482156,1.147471313,0.477287689,0.419962887,0.80206634,0.631458094,0.529976814,4.250231545,0.475778547,0.982197667,1.063133791,0.860529307,-0.543478261,0.735764555,1.50200267,0.778255314,-0.826218673,0.35667355,-0.544959128,0.852108608,1.047120419,1.604278075,1.640141775,2.008788449,1.039823009,0.449475612,-0.668330783,0.277497477,0.604220044,1.165814725,0.56965303,0.851609893,0.277745631,1.020155415,-0.119270745,0.021114865,0.636492221,-0.012271444,-0.326894502,0.334299086,0.084049913,-0.237404379,2.300060132,0.349752259,0.017562194,-0.292567897,0.512070227,-2.445703494,0.247747748,0.896617307,-0.216537012,0.143833154,1.526087853,-0.014005602,-0.075958982,0.376470588,0.1438389,1.038312049,1.532091097,1.3371266,0.211515864,0,0.791792127,1.148691768,3.854979348,-1.298701299,-2.158173211,0.549268562,0.475971135,0.767620377,1.348122867,0.543075784,0.211267606,0.797579758,1.405009163,0.6662169,0.820256776,0.173644607,0.366056572,1.099627945,0.219611288,0.219371222,1.014536644,0.980907339,-1.334488735,0.803750837,-0.025608195,0.265516097,1.372997712,0.535678857,2.972027972,0.596948928,0.112943302,1.084090243,1.401083505,0.173740382,-0.93537415,0.824553367,1.074644206,0.444526764,0.707714084,1.451297795,0.323325635,1.570185395,0.277447483,0.526677353,2.069457659,0.265251989,0.1770695,0.790441176,1.243042672,0.400213447,-0.126222783,0.214285714,0.273805902,0.825825826,1.079789548,0.081300813,1.482059282,0.217601547,0.892857143,3.958383162,-1.296690536,0.309249367,0.879239189,0.922193703,0.099393698,0.635514019,0.633619083,1.857183991,0.73151751,-0.777699222,0.845070423,2.824551874,0.271960838,0.328317373,1.282051282,-0.383597884,1.905669366,1.218968337,0.096961862,0,0.99796334,1.862590054
2013/2/25,-0.902352512,-0.400291121,-0.749206835,1.230425056,-0.416992934,0.786950923,-0.526523628,-1.56992357,-0.510562257,-1.085299597,-0.162601626,-1.235283883,-1.769585253,-0.630446876,-1.054263566,-2.486678508,1.58765653,-0.703674746,-1.670066693,-0.757002271,0.026518165,-3.241481481,-1.068927387,-0.085178876,-0.047260757,-0.066542454,0.705674802,0.646766169,-0.337837838,-0.652143749,-2.018877819,0.074074074,-2.284188668,-0.797466207,-0.054090602,0.201020566,-1.149625501,-0.169609897,0.448346721,1.502397443,-1.503928171,1.674208145,-0.564738292,-0.848432557,-0.641743153,4.972375691,8.747540984,-1.165928965,-0.88302891,-1.895920502,-3.230370196,-4.526091587,-4.509973981,-0.15015015,-1.751907318,-0.784313725,-0.668879501,-0.630252101,1.572481572,-1.040653569,-0.660822657,0.068454079,-2.163646348,-0.642105939,-1.808006888,-0.972644377,0.32367697,-0.048293625,-1.385636222,-0.142902509,-2.926668859,-1.5329645,1.971674535,-0.935278713,-0.525114155,-0.801947587,2.07253886,-0.601503759,-0.55304173,-1.538461538,-0.262754543,0.696055684,-0.356679637,0.012578616,-1.697177727,0.842123925,-1.338825953,-2.359745518,0.230813618,1.105526189,-1.688843398,-1.519949335,0.63246662,0.270004909,-0.596302922,-1.288316304,-0.342377261,-3.437334744,2.21895665,0.348533256,-0.052155772,-2.544605212,0.849102377,1.66005227,0.044933723,-1.992729231,-2.234367465,-0.035906643,-0.731261426,0.056030256,0.076016724,-1.289263947,-1.484200447,-1.851953619,-1.957585644,-1.263335205,1.383677298,1.208333333,-0.97366674,-1.829652997,0.309323906,-0.558759913,-0.868080262,-0.244310851,-1.054400978,0,0.101027109,0.171863491,-2.02037948,-0.418371987,-0.341566265,-0.728826338,2.571358602,-2.157164869,0.079575597,-0.80143932,0.810781199,0.354609929,-0.059961025,-1.422376409,-0.702617249,-0.697674419,-1.12704918,0.397219464,-2.313769752,-1.341928694,0.113186191,0.395604396,0.917569194,0.21900161,-2.358142962,-1.660059465,0.371959943,0.696653036,-0.617816092,-0.885118938,-0.351370344,-0.715268226,-1.810926949,-2.439932948,-0.23715415,-1.913439636,0.815660685,-0.697450697,0.353513036,-2.170344702,-1.777533443,-0.876959872,-0.600315956,-0.071275837,0.121359223,-1.650533631,-2.98013245,-1.705930138,0.138355111,-2.026537998,-1.946902655,-0.862763143,-1.568627451,-1.849775785,-1.085023123,-1.386602298,0.456757025,-0.352897474,0.055555556,-1.886925795,0.015451174,0.465026573,-2.535453373,-2.64131009,-0.908597776,-1.527133897,-1.952983725,0.185898287,0.023375409,2.893229549,-0.096867937,-1.137397634,-1.512401694,-1.725030188
